,S288c_R64-1-1.fasta,saccharomyces_arboricola.fasta,saccharomyces_eubayanus.fasta,saccharomyces_kudriavzevii.fasta,saccharomyces_mikatae.fasta,saccharomyces_paradoxus.fasta,saccharomyces_uvarum.fasta
snap_masked-Spar_9-processed-gene-3.205-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Sbay_1-processed-gene-0.72-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_1-processed-gene-0.11-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_1-processed-gene-0.144-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_1-snap-gene-0.230-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_1-processed-gene-0.106-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_1-snap-gene-0.221-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_1-processed-gene-0.153-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_1-processed-gene-0.111-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_10-snap-gene-0.4-mRNA-1_1,0,0,0,0,0,0,1
YDR338C,1,1,1,1,1,1,1
YDR339C,1,1,1,1,1,1,1
YDR340W,1,0,0,0,0,0,0
YDR341C,1,1,1,1,1,1,1
YDR344C,1,0,0,0,0,0,0
YDR346C,1,1,1,1,1,1,1
YDR347W,1,1,1,1,1,1,1
YDR348C,1,1,1,1,1,1,1
YDR349C,1,1,1,1,1,1,1
YDR350C,1,1,1,1,1,1,1
YDR351W,1,1,1,1,1,1,1
YDR352W,1,1,1,1,1,1,1
YDR353W,2,2,2,2,2,2,2
YDR354C-A,1,0,0,0,0,0,0
YDR354W,1,0,1,1,0,0,0
YDR355C,1,0,0,0,0,0,0
YDR356W,1,1,1,1,1,1,1
YDR357C,1,1,1,1,1,1,1
YDR358W,1,1,1,1,1,1,1
YDR359C,1,1,1,1,1,1,1
YDR360W,1,0,0,0,0,0,0
YDR361C,1,1,0,1,1,0,1
YDR362C,1,1,1,1,1,1,1
YDR363W,1,0,1,1,1,1,1
YDR363W-A,1,1,1,1,1,1,1
YDR364C,1,0,0,0,0,0,1
YDR365C,1,1,1,1,1,1,1
YDR366C,1,0,0,0,0,0,0
YDR367W,1,0,1,0,1,1,1
YDR368W,1,1,1,1,1,1,1
YDR369C,1,0,0,0,0,1,0
YDR370C,1,0,0,0,0,0,0
YDR371C-A,1,0,0,0,0,0,0
YDR371W,1,1,1,1,1,1,1
YDR372C,1,1,1,1,1,1,1
YDR373W,1,1,1,1,1,1,1
YDR374C,1,1,1,1,1,1,1
YDR374W-A,1,1,1,1,1,1,1
YDR375C,1,1,1,1,1,1,1
YDR376W,1,1,1,1,1,1,1
YDR377W,1,0,1,0,0,0,1
YDR378C,1,1,1,1,1,1,1
YDR379C-A,1,1,1,1,1,1,1
YDR379W,1,1,1,1,1,1,1
YDR380W,1,1,1,1,1,1,1
YDR381C-A,1,1,1,1,1,1,1
YDR381W,1,1,1,1,1,1,1
YDR382W,1,1,1,1,1,1,1
YDR383C,1,1,1,1,1,1,1
YDR384C,1,1,1,1,1,1,1
YDR386W,1,1,0,1,1,1,1
YDR387C,1,1,1,1,1,1,1
YDR388W,1,1,1,1,1,1,1
YDR389W,1,1,1,1,1,1,1
YDR390C,1,1,1,1,1,1,1
YDR391C,1,1,1,1,1,1,1
YDR392W,1,1,1,0,0,1,0
YDR393W,1,0,0,0,0,1,0
YDR394W,1,1,0,0,0,1,1
YDR395W,1,1,1,1,1,1,1
YDR396W,1,0,0,0,0,0,0
YDR397C,1,1,1,1,1,1,1
YDR398W,1,1,1,1,1,1,1
YDR399W,1,1,0,0,0,1,1
YDR400W,1,1,1,1,1,1,1
YDR401W,1,0,0,0,0,0,0
YDR402C,1,1,1,1,1,1,1
YDR403W,1,1,1,1,1,1,1
YDR404C,1,1,1,1,1,1,1
YDR405W,1,1,1,1,1,1,1
YDR406W-A,1,0,0,0,0,0,0
YDR407C,1,1,1,1,1,1,1
YDR408C,1,0,0,0,0,0,0
YDR409W,1,0,0,1,1,1,0
YDR410C,1,0,1,0,0,0,0
YDR411C,1,1,1,1,1,1,1
YDR412W,1,1,1,1,1,1,1
YDR413C,1,0,0,0,0,0,0
YDR414C,1,0,1,0,0,0,0
YDR415C,1,0,1,1,1,1,1
YDR416W,1,1,1,1,1,1,1
YDR419W,1,1,1,1,1,1,1
YDR420W,1,0,0,0,0,0,0
YDR421W,1,0,0,0,1,0,1
YDR422C,1,1,1,1,1,1,1
YDR423C,1,0,0,0,0,0,0
YDR424C,1,0,0,1,0,0,0
YDR425W,1,1,1,1,1,1,1
YDR426C,1,0,0,0,0,0,0
YDR427W,1,0,1,0,1,1,1
YDR428C,1,1,1,1,0,0,1
YGR031C-A,1,0,0,0,0,0,0
YGR031W,1,1,1,1,1,1,1
YGR033C,1,1,1,1,1,1,1
YGR035C,1,0,0,1,1,1,0
YGR035W-A,1,0,0,0,0,0,0
YGR036C,1,1,1,1,1,1,1
YGR037C,1,1,1,1,1,1,1
YGR039W,1,0,0,0,0,0,0
YGR040W,1,1,1,1,1,1,1
YGR041W,1,0,0,0,0,1,0
YGR042W,1,0,0,0,0,0,0
YGR043C,1,1,1,1,1,1,1
YGR044C,1,0,0,0,0,1,0
YGR045C,1,0,0,0,0,0,0
YKR082W,1,1,1,1,1,1,1
YKR083C,1,0,0,0,0,0,1
YKR084C,1,1,1,1,1,1,1
YKR085C,1,1,0,0,0,0,0
YKR086W,1,1,1,1,1,1,1
YKR087C,1,0,0,0,1,0,0
YKR088C,1,0,0,0,0,0,1
YKR089C,1,1,1,1,1,1,1
YKR090W,1,0,0,0,1,1,0
YKR091W,1,1,0,1,1,1,0
YDL219W,1,1,1,1,1,1,1
YDL220C,1,0,0,0,1,1,0
YDL221W,1,0,0,0,0,0,0
YDL222C,1,0,0,1,0,0,1
YDL223C,1,0,0,0,0,1,0
YDL224C,1,1,1,1,1,1,1
YDL225W,1,1,1,1,1,1,1
YDL226C,1,1,1,1,1,1,1
YDL227C,1,1,1,0,1,1,1
YDL228C,1,0,0,0,0,0,0
YDL230W,1,1,1,1,1,1,1
YDL231C,1,1,1,1,1,1,1
YDL232W,1,0,0,0,0,0,0
YDL233W,1,1,1,1,1,1,1
YDL234C,1,1,1,1,1,1,1
YDL235C,1,0,1,0,0,1,0
YDL236W,1,1,1,1,1,1,1
YDL237W,1,1,1,1,1,1,1
YDL238C,1,0,0,0,0,1,0
YDL239C,1,0,0,0,1,1,0
YDL240C-A,1,0,0,0,0,0,0
YDL240W,1,1,1,1,1,1,1
YDL241W,1,0,0,0,0,1,0
YDL242W,1,0,0,0,0,0,0
YDL244W,4,0,1,3,2,4,1
YDL245C,4,3,0,2,2,3,2
YDL247W-A,1,0,0,0,0,0,0
YDR001C,2,2,2,2,2,2,2
YDR002W,1,1,1,1,1,1,1
YDR003W,1,1,1,1,1,0,1
YDR003W-A,1,0,0,0,0,0,0
YDR004W,1,1,1,1,1,1,1
YDR005C,1,0,1,1,1,1,1
YDR006C,1,1,1,1,1,1,1
YDR007W,1,1,1,1,1,1,1
YDR008C,1,0,0,0,0,0,0
YDR009W,2,2,2,0,2,2,2
YDR010C,1,0,0,0,0,0,0
YDR012W,2,0,2,2,2,2,2
YDR013W,1,0,0,0,0,1,0
YDR014W,1,0,0,0,0,1,0
YDR014W-A,1,0,0,0,0,1,0
YDR015C,1,0,0,0,0,0,0
YDR016C,1,1,1,0,0,1,0
YDR017C,1,1,1,1,0,1,1
YDR018C,1,0,1,1,0,0,0
YDR019C,1,0,0,1,0,0,1
YDR020C,1,1,1,1,0,1,1
YDR021W,1,1,1,1,1,1,1
YDR022C,1,1,1,1,1,1,1
YDR023W,1,1,1,1,1,1,1
YDR024W,1,0,0,0,0,0,0
YDR025W,2,2,2,2,2,2,2
YDR026C,1,1,1,1,1,1,1
YDR027C,1,1,1,1,1,1,1
YDR028C,1,1,1,1,1,1,1
YDR029W,1,0,0,0,0,0,0
YDR030C,1,1,1,1,1,1,1
YDR031W,1,1,1,1,1,1,1
YDR032C,1,1,1,1,1,1,1
YDR033W,1,1,1,1,1,1,1
YDR034C,1,1,1,1,1,1,1
YDR034W-B,1,0,0,0,0,0,0
YDR035W,1,1,1,1,1,1,1
YDR036C,1,1,1,1,1,1,1
YDR037W,1,0,2,2,2,2,2
YDR040C,3,1,1,1,1,1,1
YDR041W,1,1,1,1,1,1,1
YDR042C,1,0,0,0,0,0,0
YDR043C,1,1,1,1,1,1,1
YDR044W,1,1,1,1,1,1,1
YDR045C,1,1,1,1,1,1,1
YDR046C,2,1,1,1,2,1,1
YDR047W,1,0,1,1,0,0,1
YDR048C,1,0,0,0,0,0,0
YDR049W,1,1,1,1,1,1,1
YDR050C,1,1,1,1,1,1,1
YDR051C,1,1,1,1,1,1,1
YDR052C,1,1,1,1,1,1,1
YDR053W,1,0,0,0,0,0,0
YDR054C,1,0,1,0,0,0,1
YDR055W,1,1,1,1,1,1,1
YDR056C,1,0,0,0,0,0,0
YDR057W,1,1,0,1,1,1,0
YDR058C,1,0,0,0,0,0,0
YDR059C,2,1,1,1,1,1,1
YDR060W,1,1,1,1,1,1,1
YDR061W,1,1,1,1,1,1,1
YDR062W,1,1,1,1,1,1,1
YHR044C,2,1,1,1,0,1,1
YNL241C,1,1,1,1,1,1,1
YNL242W,1,1,1,1,1,1,1
YNL243W,1,1,1,1,1,1,1
YNL244C,1,1,0,1,0,1,0
YNL245C,1,1,1,0,1,1,1
YNL246W,1,0,0,0,0,0,0
YNL247W,1,1,1,1,1,1,1
YNL248C,1,1,1,1,1,0,0
YNL249C,1,1,1,1,1,1,1
YNL250W,1,1,1,1,1,1,1
YNL251C,1,1,1,1,1,1,1
YNL252C,1,1,1,0,1,1,1
YNL253W,1,1,1,1,1,1,1
YNL254C,1,0,0,0,1,1,0
YNL255C,1,0,0,0,1,1,1
YNL256W,1,1,1,1,1,1,1
YNL257C,1,1,1,1,1,1,1
YNL258C,1,0,1,0,0,1,1
YNL259C,1,1,0,0,0,1,0
YNL260C,1,0,0,0,1,1,0
YNL261W,1,1,1,1,0,1,1
YNL262W,1,1,1,1,1,1,1
YNL263C,1,0,1,0,0,0,0
YNL264C,1,0,1,0,1,0,1
YNL265C,1,0,1,0,1,0,1
YNL266W,1,0,0,0,0,0,0
YNL267W,1,1,1,1,1,1,1
YNL268W,1,1,0,1,1,1,1
YNL269W,1,0,0,0,0,0,0
YNL270C,2,1,2,0,2,2,1
maker-chrXV-snap-gene-6.193-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXV-processed-gene-6.180-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXV-processed-gene-6.181-mRNA-1_1,0,1,1,0,0,0,1
augustus_masked-chrXVI-processed-gene-0.119-mRNA-1_1,0,1,1,0,0,0,1
snap_masked-chrXVI-processed-gene-1.40-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXVI-processed-gene-1.74-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXVI-processed-gene-1.76-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXVI-processed-gene-2.101-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-chrXVI-processed-gene-4.64-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-chrXVI-processed-gene-5.51-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-chrXVI-processed-gene-6.64-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-chrXVI-processed-gene-6.73-mRNA-1_1,0,0,1,1,1,0,1
snap_masked-chrXVI-processed-gene-6.44-mRNA-1_1,0,0,1,1,0,1,0
augustus_masked-chrXVI-processed-gene-6.101-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXVI-processed-gene-7.23-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrXVI-processed-gene-7.32-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-scaffold_19-processed-gene-0.1-mRNA-1_1,0,0,2,0,0,0,0
snap_masked-scaffold_19-processed-gene-0.2-mRNA-1_1,0,0,2,0,0,0,0
maker-scaffold_21-snap-gene-0.2-mRNA-1_1,0,0,2,0,0,0,0
augustus_masked-Skud_10-processed-gene-0.50-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_10-processed-gene-2.65-mRNA-1_1,0,0,0,1,0,0,0
maker-Smik_13-augustus-gene-3.101-mRNA-1_1,0,1,1,1,1,1,0
augustus_masked-Smik_13-processed-gene-3.22-mRNA-1_1,0,0,0,0,1,1,0
snap_masked-Smik_13-processed-gene-4.111-mRNA-1_1,0,1,0,0,1,0,0
augustus_masked-Smik_13-processed-gene-6.117-mRNA-1_1,0,1,1,1,1,0,1
augustus_masked-Smik_13-processed-gene-7.253-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_13-processed-gene-7.182-mRNA-1_1,0,0,1,0,1,0,1
snap_masked-Smik_14-processed-gene-1.72-mRNA-1_1,0,1,0,1,1,1,0
snap_masked-Smik_14-processed-gene-2.29-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_14-processed-gene-5.28-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_15-processed-gene-1.8-mRNA-1_1,0,1,0,1,1,0,1
augustus_masked-Smik_15-processed-gene-1.13-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_15-processed-gene-1.33-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_15-processed-gene-2.136-mRNA-1_1,0,0,0,0,1,1,0
snap_masked-Smik_15-processed-gene-3.89-mRNA-1_1,0,0,0,1,1,0,1
maker-Smik_15-augustus-gene-3.84-mRNA-1_1,0,0,0,1,1,0,0
augustus_masked-Smik_15-processed-gene-7.144-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_16-processed-gene-1.128-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_16-processed-gene-2.64-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_16-processed-gene-3.77-mRNA-1_1,0,1,1,0,1,1,1
snap_masked-Smik_16-processed-gene-5.103-mRNA-1_1,0,1,1,0,1,1,0
genemark-Smik_16-processed-gene-5.11-mRNA-1_1,0,1,0,0,1,0,0
augustus_masked-Smik_16-processed-gene-7.89-mRNA-1_1,0,0,1,0,1,0,1
augustus_masked-Smik_2-processed-gene-3.53-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_2-processed-gene-3.62-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_2-snap-gene-4.2-mRNA-1_1,0,0,0,1,1,1,1
maker-Smik_2-augustus-gene-5.96-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Spar_16-processed-gene-7.38-mRNA-1_1,0,0,0,0,0,1,0
augustus_masked-Spar_2-processed-gene-5.6-mRNA-1_1,0,0,0,0,0,1,0
augustus_masked-Spar_2-processed-gene-5.20-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Spar_2-processed-gene-7.97-mRNA-1_1,0,0,0,0,0,2,0
genemark-Spar_2-processed-gene-7.151-mRNA-1_1,0,0,0,0,0,2,0
augustus_masked-Spar_4-processed-gene-7.107-mRNA-1_1,0,1,1,0,0,1,1
augustus_masked-Spar_4-processed-gene-11.20-mRNA-1_1,0,1,1,1,1,1,1
genemark-Spar_4-processed-gene-13.6-mRNA-1_1,0,0,0,0,0,1,0
snap_masked-Sbay_10-processed-gene-0.7-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-0.26-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-0.27-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-0.10-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_10-processed-gene-0.56-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-0.11-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-0.12-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-0.13-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-0.16-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-1.45-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_10-processed-gene-1.40-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_10-processed-gene-2.47-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-2.65-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-3.63-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_10-processed-gene-4.62-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_15-processed-gene-1.57-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-Sbay_15-processed-gene-2.117-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_15-processed-gene-2.18-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_15-processed-gene-2.22-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_15-processed-gene-2.24-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_15-processed-gene-3.48-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_15-snap-gene-3.11-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_15-snap-gene-3.13-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_15-processed-gene-3.67-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_15-processed-gene-3.88-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_15-processed-gene-4.97-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_15-processed-gene-4.99-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_15-processed-gene-4.155-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_15-processed-gene-5.107-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_15-processed-gene-5.127-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_15-snap-gene-5.17-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_15-processed-gene-5.99-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-Sbay_15-processed-gene-6.156-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_15-processed-gene-6.103-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_15-processed-gene-6.148-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_15-processed-gene-6.48-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_15-processed-gene-6.195-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_15-processed-gene-6.218-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_15-processed-gene-6.129-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_15-processed-gene-6.130-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_15-processed-gene-6.55-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-0.32-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-0.85-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-0.33-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-0.69-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-0.43-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-1.2-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-1.46-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-1.48-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-1.82-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-1.77-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-2.55-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-2.77-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-Sbay_16-processed-gene-2.127-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-2.18-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-2.19-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-2.94-mRNA-1_1,0,1,1,1,0,0,1
snap_masked-Sbay_16-processed-gene-4.49-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-4.60-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-4.129-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-4.66-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-4.132-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_16-processed-gene-5.41-mRNA-1_1,0,1,1,0,0,0,1
genemark-Sbay_16-processed-gene-5.65-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-5.89-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-5.112-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-5.98-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-6.2-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-6.41-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-7.41-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-7.117-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-7.50-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_16-processed-gene-7.31-mRNA-1_1,0,1,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-7.64-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-8.113-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_16-processed-gene-8.84-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_16-processed-gene-8.124-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_16-processed-gene-8.185-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_16-processed-gene-8.46-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_2-processed-gene-1.151-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_2-processed-gene-2.59-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_2-processed-gene-2.108-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-2.113-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_2-processed-gene-2.72-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_2-processed-gene-3.79-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-3.59-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-3.83-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_2-processed-gene-4.51-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_2-processed-gene-4.84-mRNA-1_1,0,1,1,0,0,0,1
augustus_masked-Sbay_2-processed-gene-4.108-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_2-processed-gene-5.40-mRNA-1_1,0,0,0,0,0,1,1
genemark-Sbay_2-processed-gene-5.68-mRNA-1_1,0,1,1,0,0,0,1
snap_masked-Sbay_2-processed-gene-5.115-mRNA-1_1,0,0,1,0,0,1,1
maker-Sbay_2-snap-gene-5.1-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_2-processed-gene-5.56-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_2-processed-gene-6.30-mRNA-1_1,0,1,1,0,0,0,1
snap_masked-Sbay_2-processed-gene-6.57-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_2-processed-gene-6.19-mRNA-1_1,0,1,1,0,0,0,1
genemark-Sbay_2-processed-gene-6.20-mRNA-1_1,0,0,0,0,0,0,1
genemark-Sbay_2-processed-gene-7.9-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_2-processed-gene-7.48-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_2-processed-gene-7.29-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-8.6-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-8.17-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_2-snap-gene-10.131-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-10.62-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-11.175-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-11.233-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_2-processed-gene-11.193-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_2-processed-gene-11.16-mRNA-1_1,0,0,1,1,0,0,1
maker-Sbay_2-snap-gene-11.294-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_2-processed-gene-11.111-mRNA-1_1,0,0,1,0,0,0,1
YER069W,1,1,1,1,1,1,1
YER071C,1,1,1,1,1,1,1
YER072W,1,1,1,1,1,1,1
YOR010C,2,2,1,1,0,1,1
YOR011W,1,1,1,1,1,1,1
YOR011W-A,1,0,0,0,0,0,0
YOR012W,1,1,1,0,1,1,0
YOR013W,1,0,0,1,0,0,1
YOR014W,1,1,1,1,1,1,1
YOR015W,1,0,0,0,0,0,0
YOR016C,2,2,2,2,2,2,2
YOR017W,1,1,1,1,1,1,1
YOR018W,1,1,1,1,1,1,1
YOR019W,1,0,0,0,1,1,0
YOR020C,1,1,1,1,1,1,1
YOR020W-A,1,0,0,0,0,1,1
YOR021C,1,0,0,0,0,0,0
YOR022C,1,0,0,0,0,0,0
YOR023C,1,0,0,0,0,0,0
YOR024W,1,0,0,0,0,0,0
YOR025W,1,1,1,1,1,1,1
YOR026W,1,0,0,1,1,1,0
YOR027W,1,1,1,1,1,1,1
YOR028C,1,1,0,1,1,1,0
YOR029W,1,0,0,0,0,0,0
YOR030W,1,0,1,1,1,1,1
YOR031W,1,0,0,0,0,0,0
YOR032C,1,1,1,1,1,1,1
YOR032W-A,1,0,0,0,0,0,0
YOR033C,1,0,1,1,0,1,1
YOR034C,1,1,1,0,0,0,1
YOR034C-A,1,0,0,0,0,0,0
YOR035C,1,1,1,1,1,1,1
YOR036W,1,0,0,0,0,0,0
YOR037W,1,1,1,1,1,1,1
YOR038C,1,1,1,1,1,1,1
YOR039W,1,1,1,1,1,1,1
YOR040W,1,1,1,1,1,1,1
YOR041C,1,0,0,0,0,0,0
YOR042W,1,1,1,1,1,1,1
YOR043W,1,1,1,1,1,1,1
YOR044W,1,0,1,0,1,1,0
YOR045W,1,0,1,0,1,0,0
YOR046C,1,1,1,1,1,1,1
YOR047C,1,1,1,1,1,1,1
YOR048C,1,1,1,1,1,1,1
YOR049C,1,1,1,1,1,1,1
YOR050C,1,0,0,0,0,0,0
YOR051C,1,1,1,1,1,1,1
YOR052C,1,1,1,1,1,1,1
YOR053W,1,0,0,0,0,0,0
YOR054C,1,1,1,1,1,1,0
YOR055W,1,0,0,0,0,0,0
YOR056C,1,0,0,0,0,0,0
YOR057W,1,0,0,1,1,1,0
YOR058C,1,1,1,1,1,1,1
YOR059C,1,1,1,1,1,1,1
